epoch,open,high,low,close
1735689600,99897.0839,100092.6298,98872.5279,99834.3062
1735693200,99835.4429,100027.4194,99042.1239,99203.0351
1735696800,99181.433,99485.2908,98172.8131,98823.596
1735700400,98806.2872,99645.6973,98794.8858,99176.2803
1735704000,99161.747,100010.5614,99082.055,99363.17
1735707600,99373.3202,99547.4377,98204.4472,99397.2001
1735711200,99410.2152,99560.0775,97758.3008,99485.4157
1735714800,99503.6711,99678.8934,97569.4228,97823.5681
1735718400,97827.8222,99276.2114,97827.8222,98952.4642
1735722000,98959.3324,99348.8891,98212.2579,98427.1833
1735725600,98411.191,98471.3339,97512.4565,97625.675
1735729200,97632.234,98001.66,96845.2122,97622.1675
1735732800,97631.8367,97887.8423,96403.9368,96823.7935
1735736400,96825.7651,97754.5084,96164.6913,97742.1239
1735740000,97724.7099,98020.9704,97283.444,97825.5497
1735743600,97807.1027,98308.2412,97335.0737,97380.0224
1735747200,97361.2059,97611.7389,96726.6414,97091.4646
1735750800,97077.6414,99035.7474,97011.8142,98605.0733
1735754400,98558.6254,98799.6499,97549.4014,98717.0454
1735758000,98733.3637,98744.5933,97854.8599,98288.3988
1735761600,98284.5664,98284.5664,95998.0678,96232.1651
1735765200,96235.154,96519.9736,95770.8921,95919.8702
1735768800,95889.7326,95968.3859,94830.3784,95918.2631
1735772400,95927.0849,96367.8016,95405.5769,95412.0951
1735776000,95402.3388,96418.1017,94937.3706,95941.2042
1735779600,95933.398,96211.0611,95179.9129,96023.7231
1735783200,96027.578,96061.5475,95155.21,95973.1936
1735786800,95963.4528,97494.7117,95808.5815,97254.0501
1735790400,97278.2299,98307.6235,97197.6607,98094.1293
1735794000,98104.5375,99710.5409,98049.5546,99710.5409
1735797600,99719.8242,100144.1601,98910.2035,99282.6109
1735801200,99281.4855,99413.7164,98625.3603,98660.1614
1735804800,98644.9297,98834.2028,97859.3489,98818.4177
1735808400,98803.9938,98855.4194,97922.4186,98167.1608
1735812000,98171.8517,98479.9895,97603.4641,98123.2442
1735815600,98142.131,98430.8691,96649.4283,96944.0597
1735819200,96914.5586,97787.6083,96823.3569,97741.6757
1735822800,97736.8346,98190.6927,96802.5478,97128.8187
1735826400,97126.3929,97517.9714,96424.1218,96769.3181
1735830000,96750.9544,97623.8156,96097.8768,96660.2269
1735833600,96671.78,98282.1001,96557.7309,98212.6115
1735837200,98178.5367,99354.4029,98008.8017,98728.806
1735840800,98710.393,99256.023,98426.7746,98836.5986
1735844400,98831.3338,99487.5766,98463.9325,99408.3393
1735848000,99439.0244,100050.5851,98965.1307,99655.4791
1735851600,99642.8657,101697.0302,99560.8785,101599.3623
1735855200,101648.3689,102257.0315,101146.0007,101843.2411
1735858800,101816.927,103300.2938,101748.1712,103222.6907
1735862400,103185.9873,103567.8589,101285.3287,101317.1646
1735866000,101330.1645,101342.6442,100584.2216,100941.5769
1735869600,100945.0579,101528.3187,100223.5795,101324.6692
1735873200,101348.7511,102420.1011,101037.9426,102404.2207
1735876800,102412.3825,102635.0136,101591.0318,102247.3809
1735880400,102233.5537,102747.8258,101713.128,102336.1981
1735884000,102361.3627,103158.9711,102056.4686,102272.4536
1735887600,102271.5531,103057.6863,101962.3925,102102.6903
1735891200,102091.0767,102315.9417,101299.1051,102308.8913
1735894800,102300.1441,102387.8491,100950.1193,101219.7265
1735898400,101247.3337,101867.1442,101112.0506,101152.3629
1735902000,101150.0156,101184.0559,100025.0609,100727.0474
1735905600,100725.9204,100968.6484,99872.78,100429.329
1735909200,100405.9388,100646.8554,99402.1823,100574.3094
1735912800,100591.1464,101461.4925,100193.1262,100938.8863
1735916400,100957.92,101782.5879,100674.3869,101256.8649
1735920000,101238.6468,101277.4173,99642.7592,100322.3499
1735923600,100318.2391,101006.4289,99949.4103,100249.9656
1735927200,100284.0796,101097.1794,99838.159,100277.838
1735930800,100263.1504,100263.956,99137.2707,99631.4435
1735934400,99615.4127,100260.2752,99092.188,100111.7318
1735938000,100073.1213,100722.0705,99000.9462,99105.1077
