epoch,open,high,low,close
1736781900,99270.9609,99923.3841,99251.9385,99901.2
1736782200,99926.7379,100328.7826,99847.9913,100283.4303
1736782500,100302.5311,100576.1376,100222.0781,100498.0057
1736782800,100515.7163,100661.1941,100399.2724,100522.4666
1736783100,100560.2524,100939.5729,100552.8929,100909.9827
1736783400,100915.8769,101372.3671,100857.9113,101148.0271
1736783700,101156.3741,101296.6719,101084.1216,101151.2931
1736784000,101168.2224,101434.6109,101168.2224,101379.7322
1736784300,101381.3488,101520.9147,101003.5422,101003.5422
1736784600,100986.3323,101066.2765,100666.5616,100721.4935
1736784900,100741.0489,101163.7159,100666.4068,101095.2723
1736785200,101112.4829,101119.4323,100715.1368,100832.7097
1736785500,100843.2054,100907.9199,100616.5136,100669.2667
1736785800,100713.8468,100733.1011,100423.7991,100464.2392
1736786100,100468.7557,100520.9888,100297.4377,100518.6946
1736786400,100530.4585,100612.4983,100304.5418,100401.4045
1736786700,100434.9452,100670.146,100300.3141,100332.0309
1736787000,100327.4792,100563.6556,100267.3483,100317.1567
1736787300,100322.0459,100474.2048,100230.8995,100380.4638
1736787600,100398.6278,100450.9081,100211.805,100260.525
1736787900,100251.121,100404.2789,100180.7279,100347.4254
1736788200,100364.8828,100399.3247,100056.0662,100086.3432
1736788500,100094.0032,100129.6306,99823.619,99916.026
1736788800,99908.059,100008.9527,99771.6697,99963.0879
1736789100,99957.1741,99973.5282,99631.4329,99698.4262
1736789400,99695.859,99744.1103,99413.0525,99631.2001
1736789700,99626.3985,99641.5507,99345.7272,99432.4085
1736790000,99436.3184,99436.3184,98756.0242,98780.6533
1736790300,98807.6437,99220.0186,98595.9664,99120.9062
1736790600,99115.059,99344.9036,99112.4062,99282.2094
1736790900,99273.457,99482.7874,99186.145,99308.4972
1736791200,99310.2652,99382.7146,99058.6354,99087.7304
1736791500,99070.9206,99534.0844,99070.9206,99481.5059
1736791800,99491.526,99699.1951,99491.526,99612.7843
1736792100,99622.2246,99759.2073,99517.2802,99604.4858
1736792400,99613.784,99880.5535,99504.7051,99544.8151
1736792700,99550.8282,99820.4523,99521.0574,99700.1037
1736793000,99703.6865,99852.8198,99357.9159,99432.77
1736793300,99415.59,99617.2652,99267.9267,99375.9967
1736793600,99387.54,99572.1099,99301.3775,99518.0621
1736793900,99497.3915,99552.0472,99195.1919,99364.4649
1736794200,99350.8131,99692.4603,99350.8131,99692.4603
1736794500,99665.0122,99721.7261,99219.7522,99229.1694
1736794800,99178.0152,99371.7608,99080.1283,99201.2064
1736795100,99167.4785,99615.0426,99055.9527,99542.3912
1736795400,99551.1055,99718.7633,99384.0664,99384.0664
1736795700,99386.6717,99647.528,99310.2787,99642.7309
1736796000,99626.3873,100265.9133,99625.4631,100223.675
1736796300,100197.7872,100205.8007,99973.804,100177.0668
1736796600,100199.4346,100217.0603,99910.5674,100134.2269
1736796900,100121.5402,100647.3821,100068.3025,100529.3398
1736797200,100521.249,100564.7068,100353.3085,100555.6914
1736797500,100564.9517,100706.4755,100446.5271,100701.5443
1736797800,100669.7776,100752.6922,100517.0555,100585.2113
1736798100,100606.647,100716.7663,100396.1294,100404.4194
1736798400,100397.6822,100823.1255,100342.3672,100679.0045
1736798700,100686.3433,100756.9282,100473.3564,100502.6835
1736799000,100554.9504,100899.8063,100497.7681,100855.5078
1736799300,100822.5107,100845.0451,100559.0812,100667.6928
1736799600,100656.8794,100744.2959,100217.9695,100240.703
1736799900,100232.7436,100304.4769,100025.297,100244.5265
